"area","name","lat","long","status","note"
"墨田区","26-6","35.7242819","139.8306005","0","東京都墨田区八広６-５３-１６ 吾嬬西公園（公園内）"
"墨田区","26-7","35.7242304","139.8302437","0","東京都墨田区八広６-５３-１６ 吾嬬西公園前植込地"
"墨田区","26-8","35.723524","139.8309751","0","東京都墨田区八広６-５４ CASA AZZUL左前植込地（八広はなみずき通り)"
"墨田区","27-1","35.7241963","139.8239379","0","東京都墨田区八広５-７-６ 八広第一児童遊園"
"墨田区","27-2","35.72519","139.825211","0","東京都墨田区八広５-１０-２ 都立墨田特別支援学校（八広図書館前）"
"墨田区","27-3","35.725912","139.8248622","0","東京都墨田区八広５-１０-１４ 八広公園（八広５－１１向）"
"墨田区","27-4","35.725612","139.8248622","0","東京都墨田区八広５-１０-１４ 八広公園（曳舟川通り）"
"墨田区","27-5","35.7266365","139.8254231","0","東京都墨田区八広５-１２-１５ 八広小学校"
"墨田区","27-6","35.7284524","139.8273855","0","東京都墨田区八広６-１３-１ 八広六西児童遊園"
"墨田区","27-7","35.7271513","139.827705","0","東京都墨田区八広６-２４-６ 向島文化幼稚園"
"墨田区","27-8","35.7264946","139.8293641","0","東京都墨田区八広６-３５-１ 墨田区屋外体育施設管理事務所"
"墨田区","28-1","35.716183","139.8170245","0","東京都墨田区京島１-１-１先 イーストコア曳舟前植込地（曳舟川通り）"
"墨田区","28-2","35.7157766","139.8189532","0","東京都墨田区京島１-２２-３ 京島西公園"
"墨田区","28-3","35.716841","139.820656","0","東京都墨田区京島１-２８-２ 曳舟小学校（幼稚園裏）"
"墨田区","28-4","35.716541","139.820656","0","東京都墨田区京島１-２８-２ 曳舟小学校（八広中央通り側）（四ツ目通り）"
"墨田区","28-5","35.7184906","139.8197424","0","東京都墨田区京島１-３９-１ 曳舟西ビューハイツ"
"墨田区","28-6","35.7189032","139.8201331","0","東京都墨田区京島１-４０-１ 曳舟さくら公園"
"墨田区","28-7","35.7187354","139.8209815","0","東京都墨田区京島 １-４４前"
"墨田区","28-8","35.7146085","139.8199023","0","東京都墨田区京島２-９-３ 帝都ビークルショップサービス工場"
"墨田区","29-1","35.7174565","139.8152918","0","東京都墨田区東向島２-７-５ ふじのき公園"
"墨田区","29-2","35.7197095","139.816425","0","東京都墨田区東向島２-２４ 東武鉄道高架下"
"墨田区","29-3","35.7201846","139.8185786","0","東京都墨田区東向島２-４６-７ 東向島ふじ公園（東向島２-４２向）"
"墨田区","29-4","35.72156349999999","139.8196225","0","東京都墨田区東向島６-８-１ 第三寺島小学校（東向島６-６向）"
"墨田区","29-5","35.7223481","139.820317","0","東京都墨田区東向島６-１９-１２ さつき公園"
"墨田区","29-6","35.7213549","139.8220153","0","東京都墨田区八広１-７-４ けやき児童遊園"
"墨田区","29-7","35.7200914","139.8223563","0","東京都墨田区八広１-１６-１１ ひいらぎ広場"
"墨田区","29-8","35.720441","139.823203","0","東京都墨田区八広１-１７-１５ 寺島中学校（八広１－１６向）"
"墨田区","29-9","35.720141","139.823203","0","東京都墨田区八広１-１７-１５ 寺島中学校（日本橋高等学校向）"
"墨田区","30-1","35.7219181","139.8134229","0","東京都墨田区東向島１-７-８ ヒノデワシ㈱"
"墨田区","30-2","35.721612","139.814459","0","東京都墨田区東向島１-１６-２ 第一寺島小学校（東向島１-１３向）"
"墨田区","30-3","35.7245145","139.8156006","0","東京都墨田区東向島３-１８-３ 向島百花園（正門右脇）"
"墨田区","30-4","35.7242145","139.8156006","0","東京都墨田区東向島３-１８-３ 向島百花園（都バス停｢百花園｣前）"
"墨田区","30-5","35.7215814","139.8162082","0","東京都墨田区東向島３-３４-１４ 都立墨田川高校（地蔵坂通り）"
"墨田区","30-6","35.7218814","139.8162082","0","東京都墨田区東向島３-３４-１４ 都立墨田川高校（通用門右脇）"
"墨田区","30-7","35.7238198","139.812502","0","東京都墨田区堤通１-６-１ 堤通公園（堤通１-１１向）"
"墨田区","30-8","35.7235198","139.812502","0","東京都墨田区堤通１-８ 区立堤通公園（北側）"
"墨田区","31-1","35.7267835","139.8154814","0","東京都墨田区東向島４-８-２０ 長寿庭園"
"墨田区","31-2","35.7254604","139.8158828","0","東京都墨田区東向島４-１２-１９ 東向島北公園（公園南側・東向島４-２０向）"
"墨田区","31-3","35.7257604","139.8158828","0","東京都墨田区東向島４-１２-１９ 東向島北公園（公園北側・東向島４-１３向）"
"墨田区","31-4","35.7263673","139.8173465","0","東京都墨田区東向島４-１８-９ 旧向島中学校（東向島４-３８向）"
"墨田区","31-5","35.7260673","139.8173465","0","東京都墨田区東向島４-１８-９ 旧向島中学校（東向島４-２４向）"
"墨田区","31-6","35.7247069","139.8184589","0","東京都墨田区東向島４-３０-２ 第二寺島小学校"
"墨田区","31-7","35.72577620000001","139.821075","0","東京都墨田区東向島５-１６-２ 向島保健センター"
"墨田区","31-8","35.7276976","139.8225804","0","東京都墨田区東向島５-２４-１ こでまり児童遊園（東向島５-２３向）"
"墨田区","32-1","35.7293523","139.8215399","0","東京都墨田区墨田３-１０-２ 東清寺"
